Company_ID,Company_Name,Sectors,Trading_Codes,Scrip_Codes,Websites,Urls
DSE-178-7930,ICB AMCL Third NRB Mutual Fund,Mutual Funds,ICB3RDNRB, 12201, http://www.icbamcl.com.bd,https://www.dsebd.org/displayCompany.php?name=ICBAGRANI1
DSE-179-1075,ICB AMCL First Agrani Bank Mutual Fund,Mutual Funds,ICBAGRANI1, 12170, http://www.icbamcl.com.bd,https://www.dsebd.org/displayCompany.php?name=ICBAMCL2ND
DSE-180-5047,ICB AMCL Second Mutual Fund,Mutual Funds,ICBAMCL2ND, 12171, http://www.icbamcl.com.bd,https://www.dsebd.org/displayCompany.php?name=ICBEPMF1S1
DSE-181-3668,ICB Employees Provident MF 1: Scheme 1,Bank,ICBEPMF1S1, 11110, http://www.icbislamic-bd.com,https://www.dsebd.org/displayCompany.php?name=ICBIBANK
DSE-182-4563,ICB Islamic Bank Limited,Mutual Funds,ICBIBANK, 12193, http://www.icbamcl.com.bd,https://www.dsebd.org/displayCompany.php?name=ICBSONALI1
DSE-183-2230,ICB AMCL Sonali Bank Limited 1st Mutual Fund,Insurance,ICBSONALI1, 25756, http://www.iciclbd.com,https://www.dsebd.org/displayCompany.php?name=ICICL
DSE-184-5460,Islami Commercial Insurance Company Limited,Financial Institutions,ICICL, 11111, http://www.idlc.com,https://www.dsebd.org/displayCompany.php?name=IDLC
DSE-185-6660,IDLC Finance Ltd.,Engineering,IDLC, 13237, http://www.ifadautos.com,https://www.dsebd.org/displayCompany.php?name=IFADAUTOS
DSE-186-2521,IFAD Autos Limited,Bank,IFADAUTOS, 11103, http://www.ificbank.com.bd,https://www.dsebd.org/displayCompany.php?name=IFIC
DSE-187-5596,IFIC Bank PLC,Mutual Funds,IFIC, 12175, http://www.ific1stmf.com/,https://www.dsebd.org/displayCompany.php?name=IFIC1STMF
DSE-188-9971,IFIC Bank 1st Mutual Fund,Mutual Funds,IFIC1STMF, 12181, http://www.icbamcl.com.bd,https://www.dsebd.org/displayCompany.php?name=IFILISLMF1
DSE-189-6707,IFIL Islamic Mutual Fund-1,Financial Institutions,IFILISLMF1, 11143, http://www.ilfsl.com,https://www.dsebd.org/displayCompany.php?name=ILFSL
DSE-190-2189,International Leasing & Financial Services Ltd.,Pharmaceuticals & Chemicals,ILFSL, 18474, http://www.imambutton.com,https://www.dsebd.org/displayCompany.php?name=IMAMBUTTON
DSE-191-7032,Imam Button Industries Ltd.,Miscellaneous,IMAMBUTTON, 99643, http://www.index-agro.com,https://www.dsebd.org/displayCompany.php?name=INDEXAGRO
DSE-192-3813,Index Agro Industries Limited,IT Sector,INDEXAGRO, 22644, http://www.intech.com.bd,https://www.dsebd.org/displayCompany.php?name=INTECH
DSE-193-2738,Intech  Limited,Fuel & Power,INTECH, 15320, http://www.intracorefueling.com,https://www.dsebd.org/displayCompany.php?name=INTRACO
DSE-194-6385,Intraco Refueling Station Limited,Financial Institutions,INTRACO, 11137, http://www.ipdcbd.com,https://www.dsebd.org/displayCompany.php?name=IPDC
DSE-195-6913,IPDC Finance Limited,Bank,IPDC, 11104, http://www.islamibankbd.com,https://www.dsebd.org/displayCompany.php?name=ISLAMIBANK
DSE-196-5255,Islami Bank Bangladesh Limited,Financial Institutions,ISLAMIBANK, 11133, http://www.ifilbd.com,https://www.dsebd.org/displayCompany.php?name=ISLAMICFIN
DSE-197-2235,Islamic Finance & Investment Ltd.,Insurance,ISLAMICFIN, 25742, http://www.islamiinsurance.com,https://www.dsebd.org/displayCompany.php?name=ISLAMIINS
DSE-198-4521,Islami Insurance Bangladesh Limited,IT Sector,ISLAMIINS, 22641, http://www.bangla.net,https://www.dsebd.org/displayCompany.php?name=ISNLTD
DSE-199-8452,Information Services Network Ltd.,IT Sector,ISNLTD, 22648, http://www.itcbd.com,https://www.dsebd.org/displayCompany.php?name=ITC
DSE-200-3949,IT Consultants Limited,Bank,ITC, 11134, http://www.jamunabankbd.com,https://www.dsebd.org/displayCompany.php?name=JAMUNABANK
DSE-201-4012,Jamuna Bank Ltd.,Fuel & Power,JAMUNABANK, 15309, http://www.jamunaoil.gov.bd,https://www.dsebd.org/displayCompany.php?name=JAMUNAOIL
DSE-202-2490,Jamuna Oil Company Limited,Insurance,JAMUNAOIL, 25706, http://www.jiclbd.com,https://www.dsebd.org/displayCompany.php?name=JANATAINS
DSE-203-3674,Janata Insurance Company Ltd.,Pharmaceuticals & Chemicals,JANATAINS, 99644, http://www.jhrml-bd.com,https://www.dsebd.org/displayCompany.php?name=JHRML
DSE-204-7525,JMI Hospital Requisite Manufacturing Limited,Pharmaceuticals & Chemicals,JHRML, 18487, http://www.jmisyringe.com,https://www.dsebd.org/displayCompany.php?name=JMISMDL
DSE-205-1835,JMI Syringes & Medical Devices Ltd.,Jute,JMISMDL, 16355, ,https://www.dsebd.org/displayCompany.php?name=JUTESPINN
DSE-206-8588,Jute Spinners Ltd.,Insurance,JUTESPINN, 25710, http://www.kiclbd.com,https://www.dsebd.org/displayCompany.php?name=KARNAPHULI
DSE-207-4246,Karnaphuli Insurance Company Ltd.,Engineering,KARNAPHULI, 13222, http://www.kayandque.com,https://www.dsebd.org/displayCompany.php?name=KAY&QUE
DSE-208-9098,Kay & Que (Bangladesh,Miscellaneous,KAY&QUE, 99639, http://www.kbgbd.com,https://www.dsebd.org/displayCompany.php?name=KBPPWBIL
DSE-209-7495,Khan Brothers PP Woven Bag Industries Limited,Engineering,KBPPWBIL, 13240, http://www.kdsaccessories.com,https://www.dsebd.org/displayCompany.php?name=KDSALTD
DSE-210-9357,KDS Accessories Limited,Pharmaceuticals & Chemicals,KDSALTD, 18477, http://www.keyagroupbd.com,https://www.dsebd.org/displayCompany.php?name=KEYACOSMET
DSE-211-4931,Keya Cosmetics Ltd.,Pharmaceuticals & Chemicals,KEYACOSMET, 18463, http://www.kohinoor-bd.com,https://www.dsebd.org/displayCompany.php?name=KOHINOOR
DSE-212-4966,Kohinoor Chemicals Company (Bangladesh,Fuel & Power,KOHINOOR, 15312, http://www.khulnapower.com,https://www.dsebd.org/displayCompany.php?name=KPCL
DSE-213-5380,Khulna Power Company Limited,Paper & Printing,KPCL, 19511, http://www.lockpurgroup.org,https://www.dsebd.org/displayCompany.php?name=KPPL
DSE-214-8143,Khulna Printing & Packaging Limited,Textile,KPPL, 17480, http://www.ktlbd.com,https://www.dsebd.org/displayCompany.php?name=KTL
DSE-215-8562,Kattali Textile Limited,Financial Institutions,KTL, 11135, http://www.lankabangla.com,https://www.dsebd.org/displayCompany.php?name=LANKABAFIN
DSE-216-6555,LankaBangla Finance PLC,Tannery Industries,LANKABAFIN, 23636, http://www.legacyfootwearltd.com,https://www.dsebd.org/displayCompany.php?name=LEGACYFOOT
DSE-217-8644,Legacy Footwear Ltd.,Cement,LEGACYFOOT, 21643, http://www.lafargeholcim.com.bd,https://www.dsebd.org/displayCompany.php?name=LHBL
DSE-218-2459,LafargeHolcim Bangladesh Limited,Pharmaceuticals & Chemicals,LHBL, 18471, http://www.libragroupbd.com,https://www.dsebd.org/displayCompany.php?name=LIBRAINFU
DSE-219-9928,Libra Infusions Limited,Fuel & Power,LIBRAINFU, 15301, http://www.linde.com.bd,https://www.dsebd.org/displayCompany.php?name=LINDEBD
DSE-220-6854,Linde Bangladesh Limited,Food & Allied,LINDEBD, 14296, http://www.taufikagroup.com,https://www.dsebd.org/displayCompany.php?name=LOVELLO
DSE-221-7432,Taufika Foods and Lovello Ice-cream PLC,Fuel & Power,LOVELLO, 15323, http://www.lub-rref.com,https://www.dsebd.org/displayCompany.php?name=LRBDL
DSE-222-7919,Lub-rref (Bangladesh,Mutual Funds,LRBDL, 12188, http://www.lrglobalbd.com,https://www.dsebd.org/displayCompany.php?name=LRGLOBMF1
DSE-223-8579,LR Global Bangladesh Mutual Fund One,Textile,LRGLOBMF1, 17448, http://www.maksonsgroup.com.bd,https://www.dsebd.org/displayCompany.php?name=MAKSONSPIN
DSE-224-9833,Maksons Spinning Mills Limited,Textile,MAKSONSPIN, 17451, http://www.malekspinning.com,https://www.dsebd.org/displayCompany.php?name=MALEKSPIN
DSE-225-5033,Malek Spinning Mills Ltd.,Pharmaceuticals & Chemicals,MALEKSPIN, 18481, http://www.marico.com/bangladesh,https://www.dsebd.org/displayCompany.php?name=MARICO
DSE-226-6364,Marico Bangladesh Limited,Textile,MARICO, 17460, http://www.matinspinning.com,https://www.dsebd.org/displayCompany.php?name=MATINSPINN
DSE-227-6919,Matin Spinning Mills PLC,Mutual Funds,MATINSPINN, 12184, http://www.lrglobalbd.com,https://www.dsebd.org/displayCompany.php?name=MBL1STMF
DSE-228-6357,MBL 1st Mutual Fund,Food & Allied,MBL1STMF, 14290, http://www.meghnagroupbd.com,https://www.dsebd.org/displayCompany.php?name=MEGCONMILK
DSE-229-8534,Meghna Condensed Milk Industries Ltd.,Cement,MEGCONMILK, 21622, http://www.meghnacement.com/,https://www.dsebd.org/displayCompany.php?name=MEGHNACEM
DSE-230-4638,Meghna Cement Mills Ltd.,Insurance,MEGHNACEM, 25754, http://www.micl.com.bd,https://www.dsebd.org/displayCompany.php?name=MEGHNAINS
DSE-231-1529,Meghna Insurance Company Limited,Insurance,MEGHNAINS, 25726, http://www.meghnalife.com,https://www.dsebd.org/displayCompany.php?name=MEGHNALIFE
DSE-232-4100,Meghna Life Insurance Co. Ltd.,Food & Allied,MEGHNALIFE, 14287, http://www.meghnagroupbd.com,https://www.dsebd.org/displayCompany.php?name=MEGHNAPET
DSE-233-3234,Meghna Pet Industries Ltd.,Bank,MEGHNAPET, 11128, http://www.mblbd.com,https://www.dsebd.org/displayCompany.php?name=MERCANBANK
DSE-234-1593,Mercantile Bank Ltd.,Insurance,MERCANBANK, 25721, http://www.miiplc.com,https://www.dsebd.org/displayCompany.php?name=MERCINS
DSE-235-3824,Mercantile Islami Insurance PLC,Textile,MERCINS, 17447, http://www.maksonsgroup.com.bd,https://www.dsebd.org/displayCompany.php?name=METROSPIN
DSE-236-9102,Metro Spinning Ltd.,Textile,METROSPIN, 17459, http://www.simgroup-bd.com,https://www.dsebd.org/displayCompany.php?name=MHSML
DSE-237-4815,Mozaffar Hossain Spinning Mills Ltd.,Financial Institutions,MHSML, 11122, http://www.mfl.com.bd,https://www.dsebd.org/displayCompany.php?name=MIDASFIN
DSE-238-4299,MIDAS Financing Ltd.,Bank,MIDASFIN, 11154, http://www.midlandbankbd.net,https://www.dsebd.org/displayCompany.php?name=MIDLANDBNK
DSE-239-5857,Midland Bank Limited,Miscellaneous,MIDLANDBNK, 99637, http://www.miracle.com.bd,https://www.dsebd.org/displayCompany.php?name=MIRACLEIND
DSE-240-3942,Miracle Industries Ltd.,Engineering,MIRACLEIND, 13250, http://www.mirakhter.net,https://www.dsebd.org/displayCompany.php?name=MIRAKHTER
DSE-241-3363,Mir Akhter Hossain Limited,Textile,MIRAKHTER, 17424, http://www.mkdl-cepz.com.bd,https://www.dsebd.org/displayCompany.php?name=MITHUNKNIT
DSE-242-1795,Mithun Knitting and Dyeing Ltd.,Fuel & Power,MITHUNKNIT, 15314, http://www.mjlbl.com,https://www.dsebd.org/displayCompany.php?name=MJLBD
DSE-243-5069,MJL Bangladesh PLC.,Textile,MJLBD, 17479, http://www.mldyeing.com,https://www.dsebd.org/displayCompany.php?name=MLDYEING
DSE-244-1694,M.L. Dyeing Limited,Engineering,MLDYEING, 13209, http://monno.rakplanet.com,https://www.dsebd.org/displayCompany.php?name=MONNOAGML
DSE-245-8382,Monno Agro & General Machinery Limited,Ceramics Sector,MONNOAGML, 24606, http://monno.rakplanet.com,https://www.dsebd.org/displayCompany.php?name=MONNOCERA
DSE-246-4406,Monno Ceramic Industries Ltd.,Textile,MONNOCERA, 17439, http://monno.rakplanet.com,https://www.dsebd.org/displayCompany.php?name=MONNOFABR
DSE-247-5639,Monno Fabrics Limited,Paper & Printing,MONNOFABR, 19505, https://mpmc.com.bd,https://www.dsebd.org/displayCompany.php?name=MONOSPOOL
DSE-248-9948,Bangladesh Monospool Paper Manufacturing Co. Limited,Fuel & Power,MONOSPOOL, 15310, http://www.mpl.gov.bd,https://www.dsebd.org/displayCompany.php?name=MPETROLEUM
DSE-249-9864,Meghna Petroleum Limited,Bank,MPETROLEUM, 11123, http://www.mutualtrustbank.com,https://www.dsebd.org/displayCompany.php?name=MTB
DSE-250-5231,Mutual Trust Bank Ltd.,Engineering,MTB, 13244, http://www.nahee.com.bd,https://www.dsebd.org/displayCompany.php?name=NAHEEACP
DSE-251-9908,Nahee Aluminum Composite Panel Ltd.,Insurance,NAHEEACP, 25712, http://www.nlibd.com,https://www.dsebd.org/displayCompany.php?name=NATLIFEINS
DSE-252-1947,National Life Insurance Company Ltd.,Engineering,NATLIFEINS, 13228, http://www.navanacng.com,https://www.dsebd.org/displayCompany.php?name=NAVANACNG
DSE-253-2174,Navana CNG Limited,Pharmaceuticals & Chemicals,NAVANACNG, 18497, http://www.navanapharma.com,https://www.dsebd.org/displayCompany.php?name=NAVANAPHAR
DSE-254-5702,Navana Pharmaceuticals Limited,Bank,NAVANAPHAR, 11105, http://www.nblbd.com,https://www.dsebd.org/displayCompany.php?name=NBL
DSE-255-6218,National Bank Ltd.,Bank,NBL, 11119, http://www.nccbank.com.bd,https://www.dsebd.org/displayCompany.php?name=NCCBANK
DSE-256-1138,National Credit and Commerce Bank Ltd.,Mutual Funds,NCCBANK, 12192, http://www.lrglobalbd.com,https://www.dsebd.org/displayCompany.php?name=NCCBLMF1
DSE-257-8471,NCCBL Mutual Fund-1,Textile,NCCBLMF1, 17482, http://www.newline.com.bd,https://www.dsebd.org/displayCompany.php?name=NEWLINE
DSE-258-5099,New Line Clothings Limited,Miscellaneous,NEWLINE, 99640, http://www.nationalgroup-bd.com,https://www.dsebd.org/displayCompany.php?name=NFML
DSE-259-7503,National Feed Mill Limited,Financial Institutions,NFML, 20623, http://www.nationalhousingbd.com,https://www.dsebd.org/displayCompany.php?name=NHFIL
DSE-260-1318,National Housing Fin. and Inv. Ltd.,Insurance,NHFIL, 25727, http://www.nitolinsurance.com,https://www.dsebd.org/displayCompany.php?name=NITOLINS
DSE-261-3849,Nitol Insurance Co. Ltd.,Jute,NITOLINS, 16357, http://www.northernjute.com,https://www.dsebd.org/displayCompany.php?name=NORTHERN
DSE-262-3247,Northern Jute Manufacturing Co. Ltd.,Insurance,NORTHERN, 25738, http://www.niil.com.bd,https://www.dsebd.org/displayCompany.php?name=NORTHRNINS
DSE-263-5445,Northern Islami Insurance Limited,Engineering,NORTHRNINS, 13469, http://www.nationalpolymer.net,https://www.dsebd.org/displayCompany.php?name=NPOLYMER
DSE-264-6301,National Polymer Industries PLC.,Bank,NPOLYMER, 11150, http://www.nrbcommercialbank.com,https://www.dsebd.org/displayCompany.php?name=NRBCBANK
